x,y,center_x,center_y,land
383336.84872385184,192902.1650227451,383836.84872385184,193402.1650227451,1
383336.84872385184,193902.1650227451,383836.84872385184,194402.1650227451,1
383336.84872385184,194902.1650227451,383836.84872385184,195402.1650227451,1
383336.84872385184,195902.1650227451,383836.84872385184,196402.1650227451,1
383336.84872385184,196902.1650227451,383836.84872385184,197402.1650227451,1
383336.84872385184,197902.1650227451,383836.84872385184,198402.1650227451,1
383336.84872385184,198902.1650227451,383836.84872385184,199402.1650227451,1
383336.84872385184,199902.1650227451,383836.84872385184,200402.1650227451,1
383336.84872385184,200902.1650227451,383836.84872385184,201402.1650227451,1
383336.84872385184,201902.1650227451,383836.84872385184,202402.1650227451,1
383336.84872385184,202902.1650227451,383836.84872385184,203402.1650227451,1
383336.84872385184,203902.1650227451,383836.84872385184,204402.1650227451,1
383336.84872385184,204902.1650227451,383836.84872385184,205402.1650227451,1
383336.84872385184,205902.1650227451,383836.84872385184,206402.1650227451,1
383336.84872385184,206902.1650227451,383836.84872385184,207402.1650227451,1
383336.84872385184,207902.1650227451,383836.84872385184,208402.1650227451,1
383336.84872385184,208902.1650227451,383836.84872385184,209402.1650227451,1
383336.84872385184,209902.1650227451,383836.84872385184,210402.1650227451,1
383336.84872385184,210902.1650227451,383836.84872385184,211402.1650227451,1
383336.84872385184,211902.1650227451,383836.84872385184,212402.1650227451,1
383336.84872385184,212902.1650227451,383836.84872385184,213402.1650227451,1
384336.84872385184,141902.1650227451,384836.84872385184,142402.1650227451,1
384336.84872385184,142902.1650227451,384836.84872385184,143402.1650227451,1
384336.84872385184,143902.1650227451,384836.84872385184,144402.1650227451,1
384336.84872385184,144902.1650227451,384836.84872385184,145402.1650227451,1
384336.84872385184,145902.1650227451,384836.84872385184,146402.1650227451,1
384336.84872385184,146902.1650227451,384836.84872385184,147402.1650227451,1
384336.84872385184,147902.1650227451,384836.84872385184,148402.1650227451,1
384336.84872385184,148902.1650227451,384836.84872385184,149402.1650227451,1
384336.84872385184,149902.1650227451,384836.84872385184,150402.1650227451,1
384336.84872385184,150902.1650227451,384836.84872385184,151402.1650227451,1
384336.84872385184,151902.1650227451,384836.84872385184,152402.1650227451,1
384336.84872385184,152902.1650227451,384836.84872385184,153402.1650227451,1
384336.84872385184,153902.1650227451,384836.84872385184,154402.1650227451,1
384336.84872385184,154902.1650227451,384836.84872385184,155402.1650227451,1
384336.84872385184,155902.1650227451,384836.84872385184,156402.1650227451,1
384336.84872385184,156902.1650227451,384836.84872385184,157402.1650227451,1
384336.84872385184,157902.1650227451,384836.84872385184,158402.1650227451,1
384336.84872385184,158902.1650227451,384836.84872385184,159402.1650227451,1
384336.84872385184,159902.1650227451,384836.84872385184,160402.1650227451,1
384336.84872385184,160902.1650227451,384836.84872385184,161402.1650227451,1
384336.84872385184,161902.1650227451,384836.84872385184,162402.1650227451,1
384336.84872385184,162902.1650227451,384836.84872385184,163402.1650227451,1
384336.84872385184,163902.1650227451,384836.84872385184,164402.1650227451,1
384336.84872385184,164902.1650227451,384836.84872385184,165402.1650227451,1
384336.84872385184,165902.1650227451,384836.84872385184,166402.1650227451,1
384336.84872385184,166902.1650227451,384836.84872385184,167402.1650227451,1
384336.84872385184,167902.1650227451,384836.84872385184,168402.1650227451,1
384336.84872385184,168902.1650227451,384836.84872385184,169402.1650227451,1
384336.84872385184,169902.1650227451,384836.84872385184,170402.1650227451,1
384336.84872385184,170902.1650227451,384836.84872385184,171402.1650227451,1
384336.84872385184,171902.1650227451,384836.84872385184,172402.1650227451,1
384336.84872385184,172902.1650227451,384836.84872385184,173402.1650227451,1
384336.84872385184,173902.1650227451,384836.84872385184,174402.1650227451,1
384336.84872385184,174902.1650227451,384836.84872385184,175402.1650227451,1
384336.84872385184,175902.1650227451,384836.84872385184,176402.1650227451,1
384336.84872385184,176902.1650227451,384836.84872385184,177402.1650227451,1
384336.84872385184,177902.1650227451,384836.84872385184,178402.1650227451,1
384336.84872385184,178902.1650227451,384836.84872385184,179402.1650227451,1
384336.84872385184,179902.1650227451,384836.84872385184,180402.1650227451,1
384336.84872385184,180902.1650227451,384836.84872385184,181402.1650227451,1
384336.84872385184,181902.1650227451,384836.84872385184,182402.1650227451,1
384336.84872385184,182902.1650227451,384836.84872385184,183402.1650227451,1
384336.84872385184,183902.1650227451,384836.84872385184,184402.1650227451,1
384336.84872385184,184902.1650227451,384836.84872385184,185402.1650227451,1
384336.84872385184,185902.1650227451,384836.84872385184,186402.1650227451,1
384336.84872385184,186902.1650227451,384836.84872385184,187402.1650227451,1
384336.84872385184,187902.1650227451,384836.84872385184,188402.1650227451,1
384336.84872385184,188902.1650227451,384836.84872385184,189402.1650227451,1
384336.84872385184,189902.1650227451,384836.84872385184,190402.1650227451,1
384336.84872385184,190902.1650227451,384836.84872385184,191402.1650227451,1
384336.84872385184,191902.1650227451,384836.84872385184,192402.1650227451,1
384336.84872385184,192902.1650227451,384836.84872385184,193402.1650227451,1
384336.84872385184,193902.1650227451,384836.84872385184,194402.1650227451,1
384336.84872385184,194902.1650227451,384836.84872385184,195402.1650227451,1
384336.84872385184,195902.1650227451,384836.84872385184,196402.1650227451,1
384336.84872385184,196902.1650227451,384836.84872385184,197402.1650227451,1
384336.84872385184,197902.1650227451,384836.84872385184,198402.1650227451,1
384336.84872385184,198902.1650227451,384836.84872385184,199402.1650227451,1
384336.84872385184,199902.1650227451,384836.84872385184,200402.1650227451,1
384336.84872385184,200902.1650227451,384836.84872385184,201402.1650227451,1
384336.84872385184,201902.1650227451,384836.84872385184,202402.1650227451,1
384336.84872385184,202902.1650227451,384836.84872385184,203402.1650227451,1
384336.84872385184,203902.1650227451,384836.84872385184,204402.1650227451,1
384336.84872385184,204902.1650227451,384836.84872385184,205402.1650227451,1
384336.84872385184,205902.1650227451,384836.84872385184,206402.1650227451,1
384336.84872385184,206902.1650227451,384836.84872385184,207402.1650227451,1
384336.84872385184,207902.1650227451,384836.84872385184,208402.1650227451,1
384336.84872385184,208902.1650227451,384836.84872385184,209402.1650227451,1
384336.84872385184,209902.1650227451,384836.84872385184,210402.1650227451,1
384336.84872385184,210902.1650227451,384836.84872385184,211402.1650227451,1
384336.84872385184,211902.1650227451,384836.84872385184,212402.1650227451,1
384336.84872385184,212902.1650227451,384836.84872385184,213402.1650227451,1
384336.84872385184,213902.1650227451,384836.84872385184,214402.1650227451,1
384336.84872385184,214902.1650227451,384836.84872385184,215402.1650227451,1
384336.84872385184,215902.1650227451,384836.84872385184,216402.1650227451,1
384336.84872385184,216902.1650227451,384836.84872385184,217402.1650227451,1
385336.84872385184,138902.1650227451,385836.84872385184,139402.1650227451,1
385336.84872385184,139902.1650227451,385836.84872385184,140402.1650227451,1
385336.84872385184,140902.1650227451,385836.84872385184,141402.1650227451,1
385336.84872385184,141902.1650227451,385836.84872385184,142402.1650227451,1
385336.84872385184,142902.1650227451,385836.84872385184,143402.1650227451,1
385336.84872385184,143902.1650227451,385836.84872385184,144402.1650227451,1
385336.84872385184,144902.1650227451,385836.84872385184,145402.1650227451,1
385336.84872385184,145902.1650227451,385836.84872385184,146402.1650227451,1
385336.84872385184,146902.1650227451,385836.84872385184,147402.1650227451,1
385336.84872385184,147902.1650227451,385836.84872385184,148402.1650227451,1
385336.84872385184,148902.1650227451,385836.84872385184,149402.1650227451,1
385336.84872385184,149902.1650227451,385836.84872385184,150402.1650227451,1
385336.84872385184,150902.1650227451,385836.84872385184,151402.1650227451,1
385336.84872385184,151902.1650227451,385836.84872385184,152402.1650227451,1
385336.84872385184,152902.1650227451,385836.84872385184,153402.1650227451,1
385336.84872385184,153902.1650227451,385836.84872385184,154402.1650227451,1
385336.84872385184,154902.1650227451,385836.84872385184,155402.1650227451,1
385336.84872385184,155902.1650227451,385836.84872385184,156402.1650227451,1
385336.84872385184,156902.1650227451,385836.84872385184,157402.1650227451,1
385336.84872385184,157902.1650227451,385836.84872385184,158402.1650227451,1
385336.84872385184,158902.1650227451,385836.84872385184,159402.1650227451,1
385336.84872385184,159902.1650227451,385836.84872385184,160402.1650227451,1
385336.84872385184,160902.1650227451,385836.84872385184,161402.1650227451,1
385336.84872385184,161902.1650227451,385836.84872385184,162402.1650227451,1
385336.84872385184,162902.1650227451,385836.84872385184,163402.1650227451,1
385336.84872385184,163902.1650227451,385836.84872385184,164402.1650227451,1
385336.84872385184,164902.1650227451,385836.84872385184,165402.1650227451,1
385336.84872385184,165902.1650227451,385836.84872385184,166402.1650227451,1
385336.84872385184,166902.1650227451,385836.84872385184,167402.1650227451,1
385336.84872385184,167902.1650227451,385836.84872385184,168402.1650227451,1
385336.84872385184,168902.1650227451,385836.84872385184,169402.1650227451,1
385336.84872385184,169902.1650227451,385836.84872385184,170402.1650227451,1
385336.84872385184,170902.1650227451,385836.84872385184,171402.1650227451,1
385336.84872385184,171902.1650227451,385836.84872385184,172402.1650227451,1
385336.84872385184,172902.1650227451,385836.84872385184,173402.1650227451,1
385336.84872385184,173902.1650227451,385836.84872385184,174402.1650227451,1
385336.84872385184,174902.1650227451,385836.84872385184,175402.1650227451,1
385336.84872385184,175902.1650227451,385836.84872385184,176402.1650227451,1
385336.84872385184,176902.1650227451,385836.84872385184,177402.1650227451,1
385336.84872385184,177902.1650227451,385836.84872385184,178402.1650227451,1
385336.84872385184,178902.1650227451,385836.84872385184,179402.1650227451,1
385336.84872385184,179902.1650227451,385836.84872385184,180402.1650227451,1
385336.84872385184,180902.1650227451,385836.84872385184,181402.1650227451,1
385336.84872385184,181902.1650227451,385836.84872385184,182402.1650227451,1
385336.84872385184,182902.1650227451,385836.84872385184,183402.1650227451,1
385336.84872385184,183902.1650227451,385836.84872385184,184402.1650227451,1
385336.84872385184,184902.1650227451,385836.84872385184,185402.1650227451,1
385336.84872385184,185902.1650227451,385836.84872385184,186402.1650227451,1
385336.84872385184,186902.1650227451,385836.84872385184,187402.1650227451,1
385336.84872385184,187902.1650227451,385836.84872385184,188402.1650227451,1
385336.84872385184,188902.1650227451,385836.84872385184,189402.1650227451,1
385336.84872385184,189902.1650227451,385836.84872385184,190402.1650227451,1
385336.84872385184,190902.1650227451,385836.84872385184,191402.1650227451,1
385336.84872385184,191902.1650227451,385836.84872385184,192402.1650227451,1
385336.84872385184,192902.1650227451,385836.84872385184,193402.1650227451,1
385336.84872385184,193902.1650227451,385836.84872385184,194402.1650227451,1
385336.84872385184,194902.1650227451,385836.84872385184,195402.1650227451,1
385336.84872385184,195902.1650227451,385836.84872385184,196402.1650227451,1
385336.84872385184,196902.1650227451,385836.84872385184,197402.1650227451,1
385336.84872385184,197902.1650227451,385836.84872385184,198402.1650227451,1
385336.84872385184,198902.1650227451,385836.84872385184,199402.1650227451,1
385336.84872385184,199902.1650227451,385836.84872385184,200402.1650227451,1
385336.84872385184,200902.1650227451,385836.84872385184,201402.1650227451,1
385336.84872385184,201902.1650227451,385836.84872385184,202402.1650227451,1
385336.84872385184,202902.1650227451,385836.84872385184,203402.1650227451,1
385336.84872385184,203902.1650227451,385836.84872385184,204402.1650227451,1
385336.84872385184,204902.1650227451,385836.84872385184,205402.1650227451,1
385336.84872385184,205902.1650227451,385836.84872385184,206402.1650227451,1
385336.84872385184,206902.1650227451,385836.84872385184,207402.1650227451,1
385336.84872385184,207902.1650227451,385836.84872385184,208402.1650227451,1
385336.84872385184,208902.1650227451,385836.84872385184,209402.1650227451,1
385336.84872385184,209902.1650227451,385836.84872385184,210402.1650227451,1
385336.84872385184,210902.1650227451,385836.84872385184,211402.1650227451,1
385336.84872385184,211902.1650227451,385836.84872385184,212402.1650227451,1
385336.84872385184,212902.1650227451,385836.84872385184,213402.1650227451,1
385336.84872385184,213902.1650227451,385836.84872385184,214402.1650227451,1
385336.84872385184,214902.1650227451,385836.84872385184,215402.1650227451,1
385336.84872385184,215902.1650227451,385836.84872385184,216402.1650227451,1
385336.84872385184,216902.1650227451,385836.84872385184,217402.1650227451,1
385336.84872385184,217902.1650227451,385836.84872385184,218402.1650227451,1
385336.84872385184,218902.1650227451,385836.84872385184,219402.1650227451,1
385336.84872385184,219902.1650227451,385836.84872385184,220402.1650227451,1
385336.84872385184,220902.1650227451,385836.84872385184,221402.1650227451,1
386336.84872385184,134902.1650227451,386836.84872385184,135402.1650227451,1
386336.84872385184,135902.1650227451,386836.84872385184,136402.1650227451,1
386336.84872385184,136902.1650227451,386836.84872385184,137402.1650227451,1
386336.84872385184,137902.1650227451,386836.84872385184,138402.1650227451,1
386336.84872385184,138902.1650227451,386836.84872385184,139402.1650227451,1
386336.84872385184,139902.1650227451,386836.84872385184,140402.1650227451,1
386336.84872385184,140902.1650227451,386836.84872385184,141402.1650227451,1
386336.84872385184,141902.1650227451,386836.84872385184,142402.1650227451,1
386336.84872385184,142902.1650227451,386836.84872385184,143402.1650227451,1
386336.84872385184,143902.1650227451,386836.84872385184,144402.1650227451,1
386336.84872385184,144902.1650227451,386836.84872385184,145402.1650227451,1
386336.84872385184,145902.1650227451,386836.84872385184,146402.1650227451,1
386336.84872385184,146902.1650227451,386836.84872385184,147402.1650227451,1
386336.84872385184,147902.1650227451,386836.84872385184,148402.1650227451,1
386336.84872385184,148902.1650227451,386836.84872385184,149402.1650227451,1
386336.84872385184,149902.1650227451,386836.84872385184,150402.1650227451,1
386336.84872385184,150902.1650227451,386836.84872385184,151402.1650227451,1
386336.84872385184,151902.1650227451,386836.84872385184,152402.1650227451,1
386336.84872385184,152902.1650227451,386836.84872385184,153402.1650227451,1
386336.84872385184,153902.1650227451,386836.84872385184,154402.1650227451,1
386336.84872385184,154902.1650227451,386836.84872385184,155402.1650227451,1
386336.84872385184,155902.1650227451,386836.84872385184,156402.1650227451,1
386336.84872385184,156902.1650227451,386836.84872385184,157402.1650227451,1
386336.84872385184,157902.1650227451,386836.84872385184,158402.1650227451,1
386336.84872385184,158902.1650227451,386836.84872385184,159402.1650227451,1
386336.84872385184,159902.1650227451,386836.84872385184,160402.1650227451,1
386336.84872385184,160902.1650227451,386836.84872385184,161402.1650227451,1
386336.84872385184,161902.1650227451,386836.84872385184,162402.1650227451,1
386336.84872385184,162902.1650227451,386836.84872385184,163402.1650227451,1
386336.84872385184,163902.1650227451,386836.84872385184,164402.1650227451,1
386336.84872385184,164902.1650227451,386836.84872385184,165402.1650227451,1
386336.84872385184,165902.1650227451,386836.84872385184,166402.1650227451,1
386336.84872385184,166902.1650227451,386836.84872385184,167402.1650227451,1
386336.84872385184,167902.1650227451,386836.84872385184,168402.1650227451,1
386336.84872385184,168902.1650227451,386836.84872385184,169402.1650227451,1
386336.84872385184,169902.1650227451,386836.84872385184,170402.1650227451,1
386336.84872385184,170902.1650227451,386836.84872385184,171402.1650227451,1
386336.84872385184,171902.1650227451,386836.84872385184,172402.1650227451,1
386336.84872385184,172902.1650227451,386836.84872385184,173402.1650227451,1
386336.84872385184,173902.1650227451,386836.84872385184,174402.1650227451,1
386336.84872385184,174902.1650227451,386836.84872385184,175402.1650227451,1
386336.84872385184,175902.1650227451,386836.84872385184,176402.1650227451,1
386336.84872385184,176902.1650227451,386836.84872385184,177402.1650227451,1
386336.84872385184,177902.1650227451,386836.84872385184,178402.1650227451,1
386336.84872385184,178902.1650227451,386836.84872385184,179402.1650227451,1
386336.84872385184,179902.1650227451,386836.84872385184,180402.1650227451,1
